Job ID,Agency,Posting Type,# Of Positions,Business Title,Civil Service Title,Title Code No,Level,Job Category,Full-Time/Part-Time indicator,Salary Range From,Salary Range To,Salary Frequency,Work Location,Division/Work Unit,Residency Requirement,Posting Date,Post Until,Posting Updated,Process Date
380583,DEPT OF INFO TECH & TELECOMM,External,4,Vulnerability Specialist,IT SECURITY SPECIALIST,6798,0,"Technology, Data & Innovation",,75000,100000,Annual,255 Greenwich Street,Citywide Cybersecurity,New York City Residency is not required for this position,2019-02-01T00:00:00.000,,2019-06-07T00:00:00.000,2019-07-30T00:00:00.000
380613,DEPT OF INFO TECH & TELECOMM,External,1,Vulnerability Manager,COMPUTER OPERATIONS MANAGER (S,10074,M3,"Technology, Data & Innovation",,69940,165000,Annual,255 Greenwich Street,Citywide Cybersecurity,New York City Residency is not required for this position,2019-02-01T00:00:00.000,,2019-04-04T00:00:00.000,2019-07-30T00:00:00.000
380613,DEPT OF INFO TECH & TELECOMM,Internal,1,Vulnerability Manager,COMPUTER OPERATIONS MANAGER (S,10074,M3,"Technology, Data & Innovation",,69940,165000,Annual,255 Greenwich Street,Citywide Cybersecurity,New York City Residency is not required for this position,2019-02-01T00:00:00.000,,2019-04-04T00:00:00.000,2019-07-30T00:00:00.000
380616,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Senior Counsel,EXECUTIVE AGENCY COUNSEL,95005,M1,Legal Affairs,F,90000,115000,Annual,59-17 Junction Blvd Corona Ny,Counsels Office,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-01-17T00:00:00.000,,2019-01-25T00:00:00.000,2019-07-30T00:00:00.000
380626,OFFICE OF THE COMPTROLLER,Internal,1,Senior Staff Engineer - Mechanical (2 positions),ADMINISTRATIVE ENGINEER,10015,M2,"Engineering, Architecture, & Planning",F,99000,112500,Annual,"1 Centre St., N.Y.",Engineering,New York City Residency is not required for this position,2019-07-11T00:00:00.000,,2019-07-12T00:00:00.000,2019-07-30T00:00:00.000
380626,OFFICE OF THE COMPTROLLER,External,1,Senior Staff Engineer - Mechanical (2 positions),ADMINISTRATIVE ENGINEER,10015,M2,"Engineering, Architecture, & Planning",F,99000,112500,Annual,"1 Centre St., N.Y.",Engineering,New York City Residency is not required for this position,2019-07-11T00:00:00.000,,2019-07-12T00:00:00.000,2019-07-30T00:00:00.000
380629,OFFICE OF THE COMPTROLLER,Internal,2,Senior Staff Engineer - Mechanical (2 positions),ADMINISTRATIVE PROJECT MANAGER,83008,M2,"Engineering, Architecture, & Planning",F,99000,112500,Annual,"1 Centre St., N.Y.",Engineering,New York City Residency is not required for this position,2019-03-07T00:00:00.000,,2019-03-07T00:00:00.000,2019-07-30T00:00:00.000
380629,OFFICE OF THE COMPTROLLER,External,2,Senior Staff Engineer - Mechanical (2 positions),ADMINISTRATIVE PROJECT MANAGER,83008,M2,"Engineering, Architecture, & Planning",F,99000,112500,Annual,"1 Centre St., N.Y.",Engineering,New York City Residency is not required for this position,2019-03-07T00:00:00.000,,2019-03-07T00:00:00.000,2019-07-30T00:00:00.000
380653,OFFICE OF THE COMPTROLLER,External,1,Director of Construction Contracts,ADMINISTRATIVE ENGINEER,10015,M4,"Engineering, Architecture, & Planning",F,120000,135000,Annual,"1 Centre St., N.Y.",Contract Administration,New York City Residency is not required for this position,2019-05-06T00:00:00.000,,2019-05-06T00:00:00.000,2019-07-30T00:00:00.000
380653,OFFICE OF THE COMPTROLLER,Internal,1,Director of Construction Contracts,ADMINISTRATIVE ENGINEER,10015,M4,"Engineering, Architecture, & Planning",F,120000,135000,Annual,"1 Centre St., N.Y.",Contract Administration,New York City Residency is not required for this position,2019-05-06T00:00:00.000,,2019-05-06T00:00:00.000,2019-07-30T00:00:00.000
380669,TAXI & LIMOUSINE COMMISSION,Internal,1,Supervising Attorney - Equity and Inclusion,AGENCY ATTORNEY,30087,2,Legal Affairs,,66326,76275,Annual,"31-00 47 Ave, 3 FL, LIC NY",Prosecution Division,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-01-15T00:00:00.000,,2019-01-15T00:00:00.000,2019-07-30T00:00:00.000
380669,TAXI & LIMOUSINE COMMISSION,External,1,Supervising Attorney - Equity and Inclusion,AGENCY ATTORNEY,30087,2,Legal Affairs,,66326,76275,Annual,"31-00 47 Ave, 3 FL, LIC NY",Prosecution Division,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-01-15T00:00:00.000,,2019-01-15T00:00:00.000,2019-07-30T00:00:00.000
380674,DEPT OF ENVIRONMENT PROTECTION,Internal,1,MACHINIST'S HELPER,MACHINIST'S HELPER,92611,0,Building Operations & Maintenance,F,32.7,38.05,Hourly,"356 Flushing Ave, Brooklyn",Central Brookly City Operation,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-01-16T00:00:00.000,,2019-01-16T00:00:00.000,2019-07-30T00:00:00.000
380674,DEPT OF ENVIRONMENT PROTECTION,External,1,MACHINIST'S HELPER,MACHINIST'S HELPER,92611,0,Building Operations & Maintenance,F,32.7,38.05,Hourly,"356 Flushing Ave, Brooklyn",Central Brookly City Operation,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-01-16T00:00:00.000,,2019-01-16T00:00:00.000,2019-07-30T00:00:00.000
380729,DEPARTMENT OF INVESTIGATION,Internal,1,Auditor,CONFIDENTIAL INVESTIGATOR,31143,1,"Public Safety, Inspections, & Enforcement",F,43799,62577,Annual,80 Maiden Lane,DEP BT2,New York City residency is not required for this position.,2019-01-17T00:00:00.000,2019-09-14T00:00:00.000,2019-01-17T00:00:00.000,2019-07-30T00:00:00.000
380729,DEPARTMENT OF INVESTIGATION,External,1,Auditor,CONFIDENTIAL INVESTIGATOR,31143,1,"Public Safety, Inspections, & Enforcement",F,43799,62577,Annual,80 Maiden Lane,DEP BT2,New York City residency is not required for this position.,2019-01-17T00:00:00.000,2019-09-14T00:00:00.000,2019-01-17T00:00:00.000,2019-07-30T00:00:00.000
380819,DEPT OF DESIGN & CONSTRUCTION,External,2,Senior Design Engineer,CIVIL ENGINEER,20215,1,"Engineering, Architecture, & Planning",F,65783,95270,Annual,30-30 Thomson Ave L I City Qns,Infra-Coastal Resiliency,New York City Residency is not required for this position.,2019-01-25T00:00:00.000,,2019-01-29T00:00:00.000,2019-07-30T00:00:00.000
380819,DEPT OF DESIGN & CONSTRUCTION,Internal,2,Senior Design Engineer,CIVIL ENGINEER,20215,1,"Engineering, Architecture, & Planning",F,65783,95270,Annual,30-30 Thomson Ave L I City Qns,Infra-Coastal Resiliency,New York City Residency is not required for this position.,2019-01-25T00:00:00.000,,2019-01-29T00:00:00.000,2019-07-30T00:00:00.000
380837,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Stationary Engineer (Electric),STATIONARY ENGINEER (ELECTRIC),91645,0,"Engineering, Architecture, & Planning",F,45.49,45.49,Hourly,"2405 Amsterdam Ave., N.Y.",Wtr Sup/179 St Pump Sta Sys,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-01-24T00:00:00.000,,2019-01-24T00:00:00.000,2019-07-30T00:00:00.000
380837,DEPT OF ENVIRONMENT PROTECTION,External,1,Stationary Engineer (Electric),STATIONARY ENGINEER (ELECTRIC),91645,0,"Engineering, Architecture, & Planning",F,45.49,45.49,Hourly,"2405 Amsterdam Ave., N.Y.",Wtr Sup/179 St Pump Sta Sys,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-01-24T00:00:00.000,,2019-01-24T00:00:00.000,2019-07-30T00:00:00.000
380898,DEPARTMENT OF BUSINESS SERV.,Internal,1,"PROGRAM MANAGER, HEALTHCARE TRAINING",CONTRACT REVIEWER (OFFICE OF L,40563,1,Constituent Services & Community Programs,,25.6256,38.46,Hourly,110 William St. N Y,Sector Based Training,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-01-23T00:00:00.000,,2019-06-24T00:00:00.000,2019-07-30T00:00:00.000
380898,DEPARTMENT OF BUSINESS SERV.,External,1,"PROGRAM MANAGER, HEALTHCARE TRAINING",CONTRACT REVIEWER (OFFICE OF L,40563,1,Constituent Services & Community Programs,,25.6256,38.46,Hourly,110 William St. N Y,Sector Based Training,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-01-23T00:00:00.000,,2019-06-24T00:00:00.000,2019-07-30T00:00:00.000
380956,HOUSING PRESERVATION & DVLPMNT,Internal,1,NYC 15/15 Project Manager,HOUSING DEVELOPMENT SPECIALIST,22507,2,Constituent Services & Community Programs,F,65783,75651,Annual,100 Gold Street,NYC 15 Program,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-01-17T00:00:00.000,,2019-01-24T00:00:00.000,2019-07-30T00:00:00.000
380956,HOUSING PRESERVATION & DVLPMNT,External,1,NYC 15/15 Project Manager,HOUSING DEVELOPMENT SPECIALIST,22507,2,Constituent Services & Community Programs,F,65783,75651,Annual,100 Gold Street,NYC 15 Program,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-01-17T00:00:00.000,,2019-01-24T00:00:00.000,2019-07-30T00:00:00.000
381025,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Outreach Community Coordinator (Part Time), Bureau of Systems Strengthening and Access",COMMUNITY COORDINATOR,56058,0,Health,P,28.7488,35.58,Hourly,42-09 28th Street,MHY Comm Eng Pol & Prac,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-01-22T00:00:00.000,2019-07-31T00:00:00.000,2019-07-03T00:00:00.000,2019-07-30T00:00:00.000
381025,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Outreach Community Coordinator (Part Time), Bureau of Systems Strengthening and Access",COMMUNITY COORDINATOR,56058,0,Health,P,28.7488,35.58,Hourly,42-09 28th Street,MHY Comm Eng Pol & Prac,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-01-22T00:00:00.000,2019-07-31T00:00:00.000,2019-07-03T00:00:00.000,2019-07-30T00:00:00.000
381081,DEPT OF YOUTH & COMM DEV SRVS,Internal,1,"Outcome Specialist, Contract Development & Validation",ASSOCIATE CONTRACT SPECIALIST,40562,0,Constituent Services & Community Programs,F,58440,69000,Annual,"2 Lafayette St., N.Y.",Community Development Operati,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-01-18T00:00:00.000,,2019-01-18T00:00:00.000,2019-07-30T00:00:00.000
381097,DEPT OF INFO TECH & TELECOMM,External,1,Application Support Lead  (CRM/Portal),COMPUTER OPERATIONS MANAGER (S,10074,M1,"Technology, Data & Innovation",,56990,110000,Annual,2 Metro Tech,Application Maintenance &Suppt,City Residency is not required for this position,2019-05-21T00:00:00.000,,2019-05-23T00:00:00.000,2019-07-30T00:00:00.000
381097,DEPT OF INFO TECH & TELECOMM,Internal,1,Application Support Lead  (CRM/Portal),COMPUTER OPERATIONS MANAGER (S,10074,M1,"Technology, Data & Innovation",,56990,110000,Annual,2 Metro Tech,Application Maintenance &Suppt,City Residency is not required for this position,2019-05-21T00:00:00.000,,2019-05-23T00:00:00.000,2019-07-30T00:00:00.000
381189,DEPT OF DESIGN & CONSTRUCTION,Internal,2,Program Executive,ADMINISTRATIVE PROJECT MANAGER,8300B,0,"Engineering, Architecture, & Planning",,52137,144413,Annual,30-30 Thomson Ave L I City Qns,Pub Bldgs/A&E-Arch,New York City residency is not required for this position.,2019-01-29T00:00:00.000,,2019-04-11T00:00:00.000,2019-07-30T00:00:00.000
381189,DEPT OF DESIGN & CONSTRUCTION,External,2,Program Executive,ADMINISTRATIVE PROJECT MANAGER,8300B,0,"Engineering, Architecture, & Planning",,52137,144413,Annual,30-30 Thomson Ave L I City Qns,Pub Bldgs/A&E-Arch,New York City residency is not required for this position.,2019-01-29T00:00:00.000,,2019-04-11T00:00:00.000,2019-07-30T00:00:00.000
